continent,country,city,name,latitude,longitude,website,extra
EU,Italy,Liguria di Levante,Terre di Solegnana,44.18938,9.89951,,
EU,Italy,Liguria di Levante,A Scià,44.17335,9.75293,http://vinocinqueterre.com/,
EU,Italy,Liguria di Levante,Winery Vermenting,44.19841,9.5793,http://www.vermenting.com/acquistare.php,
EU,Italy,Liguria di Levante,La Colombiera Wine & Relais,44.1058,10.00166,http://www.cantinalacolombiera.it/,
EU,Italy,Liguria di Levante,Azienda Agricola Ottaviano Lambruschi,44.087,10.01951,http://www.ottavianolambruschisp.com/,
EU,Italy,Liguria di Levante,Arrigoni,44.12255,9.85009,http://www.arrigoni1913.it/,
EU,Italy,Liguria di Levante,CANTINE BONDONOR,44.07424,10.04728,http://www.cantinebondonor.it/,
EU,Italy,Liguria di Levante,Zangani Agricola,44.15665,9.93103,http://www.zangani.it/,
EU,Italy,Liguria di Levante,Azienda Agricola Tenuta Olmarello,44.08911,10.01855,http://www.tenutaolmarello.it/,
EU,Italy,Liguria di Levante,I Castelli,44.18831,9.89485,https://www.icastellibolano.it/,64
EU,Italy,Liguria di Levante,Cantina dell'Ara,44.14144,9.91934,http://www.cantinadellara.wine/,
EU,Italy,Liguria di Levante,Azienda Agricola Giacomelli Di Petacchi Roberto,44.08748,10.01663,https://aziendaagricolagiacomelli.it/,52;1;12;415;17;30;25
EU,Italy,Liguria di Levante,Il Torchio,44.09787,10.0092,,
EU,Italy,Liguria di Levante,Azienda Agricola Edoardo Primo,44.07753,10.01032,https://www.edoardoprimo.it/,1;12;4;514;173;415;17;30;25
EU,Italy,Liguria di Levante,Azienda Agricola 'R Mésuéto,44.12879,9.90395,https://www.facebook.com/rmesueto/,
EU,Italy,Liguria di Levante,azienda agricola rubiano,44.0807,9.99128,,
EU,Italy,Liguria di Levante,La Felce,44.07642,10.02476,,
EU,Italy,Liguria di Levante,Azienda Agricola Stefano Legnani,44.12103,9.96888,,
EU,Italy,Liguria di Levante,Azienda Agricola “Le Chicche di Nicchia” di Demattei Alessandro,44.3067,9.67605,http://alezeman77.wixsite.com/chicchedinicchia,
EU,Italy,Liguria di Levante,Fratelli Barite Vini E Uva,44.10935,9.80251,http://www.fratellibaritevinieuva.it/,
EU,Italy,Liguria di Levante,Azienda Agricola La Casetta.,44.32132,9.58389,,
EU,Italy,Liguria di Levante,cantine edoardo primo,44.07829,10.01154,http://www.edoardoprimo.it/,
EU,Italy,Liguria di Levante,Azienda Agricola Lucchi e Guastalli,44.13749,9.88778,http://www.frantoiolg.com/,
EU,Italy,Liguria di Levante,Terre Di Levante,44.11147,9.85424,http://www.terredilevante.com/,
EU,Italy,Liguria di Levante,Azienda Agricola La Chiosa,44.20099,9.84214,https://www.lachiosa.it/?utm_source=GB&utm_medium=referral,
EU,Italy,Lipuda,Cantine Greco,39.45114,17.03061,http://www.cantinegreco.it/,
EU,Italy,Lipuda,Linardi Casa Vinicola,39.45405,17.03513,https://www.linardiwines.com/,526;52;298;272;17;30
EU,Italy,Lipuda,Società Agricola De Luca S.r.l.,39.30807,17.0583,http://www.vinideluca.it/,
EU,Italy,Lipuda,Azienda agricola Vaccaro Edda,39.35551,16.97629,https://aziendaagricolavaccaroedda.wordpress.com/,
EU,Italy,Lipuda,Az. Agricola Cav. Garrubba Giuseppe,39.30072,17.01908,https://www.cantinegarrubba.it/,
EU,Italy,Lipuda,De Luca Vincenzo,39.30835,17.02939,,
EU,Italy,Lipuda,Cantine Fattoria Santa Maria,39.31397,17.10032,,
EU,Italy,Lipuda,Azienda agricola Crapisto,39.2965,17.04367,,
EU,Italy,Lipuda,Fezzigna Vignaioli,39.35946,16.96583,http://www.fezzignavini.it/,
EU,Italy,Lison,Cantine Paladin,45.7899,12.6643,http://www.casapaladin.it/,
EU,Italy,Lison,Winery Ornella Bellia,45.82166,12.74981,http://www.ornellabellia.it/,
EU,Italy,Lison,Azienda Agricola Adelino Collovini,45.81909,12.73369,http://www.colloviniadelino.it/,
EU,Italy,Lison,CANTINA LA FRASSINA,45.67404,12.85984,http://www.frassina.it/,
EU,Italy,Lison,Azienda Agricola La Baratta,45.76411,12.68012,http://www.labaratta.it/,
EU,Italy,Lison,Santa Margherita,45.769,12.90155,http://www.santamargherita.com/,
EU,Italy,Lison Classico,Tenuta Polvaro | Famiglia Candoni De Zan,45.76925,12.69679,https://www.tenutapolvaro.com/,139;44;58;2;9;1;0;70;22;32;61;13;25
EU,Italy,Lison Classico,Azienda Vitivinicola Mulin di Mezzo,45.79223,12.70303,https://www.mulindimezzo.com/,6;2;1;0;5
EU,Italy,Lison Classico,Ai Galli Azienda Agricola Vitivinicola,45.80789,12.71952,https://www.aigalli.it/,3;6;2;9;1;202;91;0;290;94;23;70;22;32;115;13;192
EU,Italy,Lison Classico,CANTINA AUGUSTA,45.77922,12.73546,http://cantinaaugusta.com/,
EU,Italy,Lison Classico,Le Carline Società Semplice Agricola,45.77728,12.7088,http://www.lecarline.com/,
EU,Italy,Lison Classico,Tenuta Vitivinicola A Mi Manera,45.75258,12.7496,http://www.vinicolamimanera.com/,
EU,Italy,Lison Classico,Cantine Il Barone,45.77211,12.73306,http://www.cantineilbarone.com/?utm_source=google&utm_medium=mybusiness&utm_campaign=mybusiness,
EU,Italy,Lison Classico,Villa Bogdano 1880 - Organic Wines and Historic Vineyards,45.75992,12.74698,https://www.villabogdano1880.it/,
EU,Italy,Lison Classico,Azienda Agricola Boron Vini,45.7712,12.71443,http://www.boronvini.com/,
EU,Italy,Lison Classico,Podere Roverat Società Agricola,45.77104,12.74459,http://www.podereroverat.it/,
EU,Italy,Lison Classico,Azienda Agricola Vigna Lisa Di Aurelio Bellia,45.78526,12.77414,http://www.vignalisa.it/,
EU,Italy,Lison Classico,Tenuta Sant'Anna,45.75047,12.71237,http://www.tenutasantanna.it/,
EU,Italy,Lison Classico,Società Agricola Tenuta Lanterne,45.73572,12.73171,http://www.tenutalanterne.it/,
EU,Italy,Lison Classico,Azienda Agricola Valent Romeo di VALENT EZIO,45.78072,12.73314,,
EU,Italy,Lison Classico,Azienda Agricola Pantarotto Silvio,45.77381,12.73395,,
EU,Italy,Lison Classico,Torre Maschia,45.74833,12.77813,http://www.torremaschia.it/,
EU,Italy,Lison Classico,Fattoria del Vino di Ceolin Ferdinando,45.7791,12.73697,http://www.fattoriadelvino.com/,
EU,Italy,Lison Classico,Azienda Agricola La Frassinella,45.76148,12.74992,https://cantinaveneta.wordpress.com/2009/05/18/azienda-agricola-la-frassinella/,
EU,Italy,Lison Classico,Azienda Agricola Bellotto & C.s.s.a.,45.76242,12.75365,http://www.bellottovini.it/,
EU,Italy,Lison Classico,Azienda Agricola Poderi Salvarolo - Società Semplice Agricola,45.82511,12.73967,http://www.salvarolo.com/,
EU,Italy,Lison Classico,Terra Musa di Moreno Musaragno & C.s.s. Soc. Agr.,45.80563,12.72455,http://www.terramusa.it/,
EU,Italy,Lison Classico,Borgo Stajnbech,45.78102,12.72463,http://borgostajnbech.com/,
EU,Italy,Lison Classico,Azienda Agricola Amadio Antonio,45.78123,12.77489,https://www.amadiovini.com/,6;2;9;1;91;0;22;32
EU,Italy,Lison Classico,Azienda Vitivinicola Pusiol & Piazza,45.77573,12.71672,,
EU,Italy,Lison Classico,Azienda Agricola Luciano Formentin,45.76858,12.7466,http://www.viniformentin.it/,
EU,Italy,Lison Classico,Azienda Agricola Ca’ Berga,45.75412,12.76012,http://caberga.com/,
EU,Italy,Lison Classico,Mostra Nazionale dei Vini di Pramaggiore,45.81506,12.73498,http://www.mostranazionalevini.com/,
EU,Italy,Lison Classico,Azienda Agricola Grispan Vigneti e Cantina,45.78845,12.73032,https://www.grispanvini.it/,
EU,Italy,Lison Classico,Azienda Agricola Martin Denis,45.77901,12.72189,,
EU,Italy,Lison Classico,Az. Agr. Pivetta Cav. Giuseppe Valter di Fragonas Elvira,45.80711,12.73381,http://www.vinipivetta.com/,
EU,Italy,Lison Classico,Villa Muschietti Vini Spumanti,45.80434,12.71531,http://www.villamuschietti.com/,
EU,Italy,Lison Classico,Cantina S. Osvaldo MONTELVINI,45.7518,12.71003,http://www.sanosvaldo.com/,
EU,Italy,Lison Classico,Casa Piazza,45.77082,12.71773,http://www.casapiazzawine.com/,
EU,Italy,Lison Classico,POSTUMIA VINI SRL UNIPERSONALE,45.77102,12.72406,https://www.savianvini.it/it,52;3;6;9;1;33;91;60;0;162;22;32;192
EU,Italy,Lison Classico,Ennio Bellia,45.78486,12.77337,https://www.giovannibellia.it/,6;2;9;1;202;91;0;22;32;209;192
EU,Italy,Lison Classico,Valent Az. Agr. Di Vittorino Valent Vini Doc Tipi,45.78064,12.7333,,
EU,Italy,Lizzano,Cantine Lizzano,40.38745,17.44056,http://www.cantinelizzano.it/,
EU,Italy,Lizzano,Tenute Eméra di Claudio Quarta,40.35333,17.42567,https://claudioquarta.it/it/cantina/tenute-emera,45;44;2;179;1;119;14;311;60;0;220;81;242;200;162;17
EU,Italy,Lizzano,MilleUna,40.38712,17.43542,,
EU,Italy,Lizzano,Chateau Bistrot - Hamburgeria Baguetteria Pizzeria,40.38847,17.44791,,
EU,Italy,Lizzano,MAJO,40.39118,17.45315,,
EU,Italy,Lizzano,Masseria Capoforte,40.3599,17.41362,https://www.capoforte.it/,45;119;292;60;81;200;77
EU,Italy,Loazzolo,Forteto della Luja,44.6877,8.25166,http://www.fortetodellaluja.it/,
EU,Italy,Loazzolo,Borgo Maragliano Società Agricola,44.67209,8.25579,http://www.borgomaragliano.it/,
EU,Italy,Loazzolo,Isolabella della Croce,44.67909,8.27087,https://www.isolabelladellacroce.it/,
EU,Italy,Loazzolo,Borgo Sambui,44.66181,8.2633,http://www.relaisborgosambui.com/,
EU,Italy,Loazzolo,Borgo Moncalvo Azienda Vitivinicola,44.67091,8.2658,http://www.borgomoncalvo.com/,
EU,Italy,Locorotondo,Upal Cantina e Oleificio Sociale,40.74718,17.42508,https://cantineupal.it/,
EU,Italy,Locorotondo,Cantine Semeraro,40.73819,17.47131,http://www.cantinesemeraro.it/,
EU,Italy,Locorotondo,Cantina Mir,40.75478,17.32671,http://www.cantinamir.it/,
EU,Italy,Locorotondo,Black Horse,40.76905,17.28642,https://www.amazon.it/Atar-Susumaniello-Valle-dItria-IGP/dp/B0BTYQ22BL,16;311;22
EU,Italy,Locorotondo,Azienda Agricola Olimpia,40.79125,17.31873,http://www.olimpiaagricola.it/,
EU,Italy,Locorotondo,Ionis Srl,40.75671,17.32041,https://www.ionisvini.com/,1;119;311;354;60;0;17;279
EU,Italy,Locorotondo,Sírose - Azienda Agricola di Bufano Domenico,40.75221,17.33064,http://www.bufano.wine/,
EU,Italy,Locorotondo,"""La bottega de I Pastini""",40.7529,17.32872,http://www.ipastini.it/,
EU,Italy,Locorotondo,Loco - vini artigianali,40.74984,17.41393,http://www.locovini.com/,
EU,Italy,Locorotondo,Vineria del Borgo,40.74159,17.42754,https://www.vineriadelborgocisternino.it/,45;208;58;568;71;20;266;114;179;1;33;119;311;354;19;794;446;295;0;28;81;242;26;272;17;23;166;70;22;1025;32;115;13;30;279;25;188
EU,Italy,Locorotondo,Montemarcuccio - Azienda Agricola Faniglione Pietro,40.76022,17.42367,https://www.montemarcuccio.it/,470;279
EU,Italy,Locride,Scianca Vini,38.30607,16.32235,,
EU,Italy,Locride,Azienda Agricola Anthony Reale di Antonio Reale,38.20855,16.20652,https://www.casalelimonaci.com/,
EU,Italy,Locride,GIWINE,38.32044,16.31035,http://www.giwine.it/,
EU,Italy,Locride,Cantine F.lli Lavorata Srl,38.33361,16.43565,,
EU,Italy,Locride,Azienda Vinicola Fedele Campana,38.27572,16.30128,,
EU,Italy,Locride,Casa Vinicola Cosimo Femia Di Francesco Femia,38.3025,16.33489,,
EU,Italy,Locride,Ruha Nero | Vino Rosso e Bianco Made in Italy,38.27132,16.29978,https://ruhanero.it/,
EU,Italy,Lugana,Azienda Agricola Fraccaroli - Lugana DOC,45.42772,10.65713,http://www.fraccarolivini.it/,
EU,Italy,Lugana,Corte Sermana Winery - Lugana DOC - Lago di Garda,45.45331,10.6469,http://www.cortesermana.it/,
EU,Italy,Lugana,Lugana DOC Lizzara,45.44555,10.65956,https://www.lizzara.it/index.php/contact-us,2;30;346
EU,Italy,Lugana,Ottella,45.4243,10.65518,http://ottella.it/,
EU,Italy,Lugana,Le Morette - Az.Agr. Valerio Zenato,45.44382,10.65718,https://luganalemorette.it/,
EU,Italy,Lugana,Zenato Azienda Vitivinicola S.r.l.,45.44622,10.66798,http://www.zenato.it/,
EU,Italy,Lugana,Azienda Agricola Cò De Fer di Solini Renata,45.43876,10.63362,http://www.luganacodefer.it/,
EU,Italy,Lugana,Zenato Azienda Vitivinicola S.r.l. - Tenuta S. Cristina,45.43958,10.66079,http://www.zenato.it/,
EU,Italy,Lugana,Marangona,45.44155,10.643,https://marangona.com/,352
EU,Italy,Malvasia delle Lipari,Criesia Vecchia,38.51328,14.91881,https://www.laterratrema.org/vignaioli-e-agricoltori/sicilia/criesia-vecchia/,
EU,Italy,Malvasia di Bosa,Azienda Vitivinicola Emidio Oggianu,40.26235,8.48869,http://malvasiaoggianu.it/,
EU,Italy,Malvasia di Bosa,cantina MADALA,40.26349,8.52639,,
EU,Italy,Malvasia di Bosa,Cantina Madeddu,40.2846,8.51093,https://www.cantinamadeddu.it/,2;225;292;17;25
EU,Italy,Malvasia di Bosa,Cantina Angelo Angioi,40.25316,8.49255,https://cantinaangeloangioi.com/,
EU,Italy,Malvasia di Bosa,"Cantina Masia- Winery, Malvasia di Bosa, vini della tradizione",40.2957,8.50297,http://www.luigimasia.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Cantina di Casorzo,45.01849,8.34074,http://www.casorzodoc.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Tenuta Santa Caterina,45.03533,8.31398,http://tenuta-santa-caterina.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Giulio Accornero e Figli,45.01945,8.36677,http://www.accornerovini.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Azienda Vitivinicola Allario,45.0224,8.33139,,
EU,Italy,Malvasia di Casorzo d'Asti,Gaudio - Bricco Mondalino,45.00853,8.40726,http://www.gaudiovini.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Varvelli Pier Giorgio - Impresa agricola,45.0226,8.33837,,
EU,Italy,Malvasia di Casorzo d'Asti,Biletta Fratelli,45.02302,8.3378,,
EU,Italy,Malvasia di Casorzo d'Asti,Cantina Hic et Nunc,45.02283,8.37609,http://cantina-hicetnunc.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Azienda Agricola Morando Silvio,45.00547,8.40178,http://morandosilvio.it/,
EU,Italy,Malvasia di Casorzo d'Asti,CANATOVINI di Canato Marco,45.02509,8.36646,http://canatovini.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Garrone Evasio & Figlio,44.99496,8.30516,http://www.vinigarrone.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Amelio Livio S. S. A.,44.99514,8.29535,http://www.amelioliviovini.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Agricola Sulin,45.04854,8.3052,http://www.sulin.it/,
EU,Italy,Malvasia di Casorzo d'Asti,Monfrà - azienda agricola,44.99708,8.41391,http://www.monfra.it/,
EU,Italy,Malvasia di Casorzo d'Asti,La Rocca Vineyards B&B,45.01594,8.39337,http://www.laroccaitalia.com/,
EU,Italy,Malvasia di Casorzo d'Asti,Prediomagno,44.99534,8.29627,https://prediomagno.com/,16;58;611;0;172
EU,Italy,Malvasia di Casorzo d'Asti,Oreste Buzio,45.01302,8.39959,http://www.orestebuzio.it/,
EU,Italy,Malvasia di Casorzo d'Asti,2201 Piccola tenuta vitivinicola nel Basso Monferrato,44.99233,8.37438,,
EU,Italy,Malvasia di Casorzo d'Asti,Azienda Agricola Nuova Cappelletta s.s.,45.01184,8.38197,http://www.nuovacappelletta.it/,
EU,Italy,Malvasia di Castelnuovo Don Bosco,Cascina Bric,45.05128,7.93895,http://www.cascinabric.it/,
EU,Italy,Malvasia di Castelnuovo Don Bosco,Azienda Agricola Mosso Mario,45.05399,7.93559,http://www.vinimossomario.it/,
EU,Italy,Mamertino,Azienda Agricola Vasari,38.14871,15.27177,,
EU,Italy,Mamertino,Cantine Lipari,38.15014,15.30436,https://www.cantinelipari.it/,124;293;471;289;163;17
EU,Italy,Mamertino,Cantine Colosi s.r.l,38.207,15.30653,http://www.cantinecolosi.it/,
EU,Italy,Mamertino,Antica Tindari,38.12461,15.01758,http://www.anticatindari.it/,
EU,Italy,Mandrolisai,Famiglia Demelas - Il volto del vino nel cuore della Sardegna,39.98709,9.05715,https://www.famigliademelas.com/index.php,16;494;533;875;886;20;7
EU,Italy,Mandrolisai,La Dolce Vigna,39.99273,9.0763,http://www.dolcevigna.it/,
EU,Italy,Mandrolisai,Cantina del Mandrolisai,40.02273,9.10041,http://cantinadelmandrolisai.com/,
EU,Italy,Mandrolisai,Cantina Vinicola Tenute Brabajanna | Samugheo | Mandrolisai,39.96314,8.97579,https://www.brabajanna.it/,225
EU,Italy,Mandrolisai,Cantina Meana Terra del Mandrolisai,39.94652,9.07458,http://www.cantinameana.it/,
EU,Italy,Mandrolisai,Fradiles Vitivinicola | Mandrolisai,39.98761,9.04529,http://www.fradiles.it/,
EU,Italy,Mandrolisai,Cantina Agricola GIACU,40.02359,9.09832,http://agricolagiacu.it/,
EU,Italy,Mandrolisai,Cantina Bingiateris,40.03885,8.98018,https://www.facebook.com/cantinabingiateris/,
EU,Italy,Mandrolisai,AZIENDA VITIVINICOLA ZEDDE GIUSEPPE,40.01347,9.1051,http://www.cantinasubinariu.it/,
EU,Italy,Mandrolisai,Cantina Sassu,40.02634,9.10252,,
EU,Italy,Mandrolisai,Viticola Mereu Sorgono,40.00385,9.0575,,
EU,Italy,Mandrolisai,I Garagisti di Sorgono,40.02353,9.09894,http://www.garagistidisorgono.com/,
EU,Italy,Mandrolisai,Cantina Su Binariu,40.0137,9.10568,https://www.cantinasubinariu.it/,533;875;225;27
EU,Italy,Marino,Gotto d'oro,41.75772,12.5995,http://www.gottodoro.it/,
EU,Italy,Marino,Antica Tellenae,41.77197,12.56014,http://www.manfredistramacci.com/,
EU,Italy,Marino,Colle Picchioni,41.74911,12.62875,http://www.collepicchioni.it/,
EU,Italy,Marino,Azienda Agricola Castel de Paolis,41.78444,12.64382,http://www.casteldepaolis.com/,
EU,Italy,Marino,Parvus Ager S.R.L. | Vendita Vino DOC Roma | Roma | Azienda vigne 54 ettari | Vini bianchi e rossi,41.77467,12.60527,http://www.parvusager.com/,
EU,Italy,Marino,Cantine Fabi,41.77009,12.67647,,
EU,Italy,Marino,Azienda Agricola Dino Limiti,41.77051,12.66094,https://www.dinolimiti.it/,
EU,Italy,Marino,Azienda Agricola Fabi Aldo e Figli,41.76958,12.65819,,
EU,Italy,Marino,Az. Agricola Lauri Sante,41.76226,12.62089,,
EU,Italy,Marino,Cantina Villafranca S.R.L.,41.75828,12.57492,https://www.cantinavillafranca.it/,2;1;33;12;4;212;0;101;110;17;30
EU,Italy,Marino,Tenuta Damiano Federici,41.76068,12.5673,,
EU,Italy,Marmilla,Cantina Su'entu,39.58914,8.90034,http://cantinesuentu.com/,
EU,Italy,Marsala,Azienda Agricola Ferreri & Bianco,37.80767,12.8867,https://www.ferrerivini.com/,
EU,Italy,Marsala,TerreGarcia,37.76731,13.0368,http://www.terregarcia.it/,
EU,Italy,Marsala,Cantina Funaro Azienda Vinicola,37.77993,12.87401,http://www.funaro.it/,
EU,Italy,Marsala,Cantine Ermes Soc. Coop.,37.80025,12.87342,https://www.cantineermes.it/,3;266;179;119;124;178;4;60;289;163;17;23;232;22;32
EU,Italy,Marsala,DONNADICOPPE,37.82188,12.88759,https://www.donnadicoppe.it/,1;124;178;276;4;551;163;0
EU,Italy,Marsala,Bono & Ditta (S.P.A.),37.62795,12.75839,http://www.bonoeditta.it/,
EU,Italy,Marsala,Cantine Colomba Bianca,37.62884,12.75844,http://www.cantinecolombabianca.it/,
EU,Italy,Marsala,MUSANEGRA - Cantina e vigneti,37.66808,12.86405,http://www.musanegra.it/,
EU,Italy,Marsala,Salvatore Tamburello Azienda Agricola Biologica,37.75859,13.04776,http://www.salvatoretamburello.it/,
EU,Italy,Marsala,ODDOVINI,38.00891,12.556,https://www.oddovini.com/,
EU,Italy,Marsala,Firriato Casa Vinicola,37.99002,12.55275,https://www.firriato.com/,
EU,Italy,Marsala,Azienda Agricola Baglio Ingardia,37.98727,12.57611,http://www.baglioingardia.com/,
EU,Italy,Marsala,Fondo Antico,37.91559,12.53365,http://www.fondoantico.it/,
EU,Italy,Marsala,Osti Nati,38.01474,12.51731,,
EU,Italy,Marsala,Serramarrocco,37.9478,12.7436,http://www.baronediserramarrocco.it/,
EU,Italy,Marsala,Azienda agricola Vito Gioia,37.9072,12.78231,http://vitogioia.com/,
EU,Italy,Marsala,Feudo del Balio Winery,37.99921,12.56656,,
EU,Italy,Martina,"Masseria Croce Piccola - Vineyard, Cantina, B&B",40.67724,17.242,http://www.masseriacrocepiccola.it/,
EU,Italy,Martina,Tenute Girolamo,40.72388,17.24291,http://www.tenutegirolamo.it/,
EU,Italy,Martina,Cantina I Pàstini,40.73082,17.32797,http://www.ipastini.it/,
EU,Italy,Martina,Altevie Winery Srl,40.78315,17.23702,https://alteviewinery.it/,
EU,Italy,Martina,Vineka Wine,40.69983,17.3352,http://www.vineka.it/,
EU,Italy,Martina,Tenute Rosato,40.723,17.34731,http://www.tenuterosato.it/,
EU,Italy,Martina,CANTINA MUSEO ALBEA,40.7879,17.24176,http://www.albeavini.com/,
EU,Italy,Martina,Masseria Palesi,40.66824,17.30566,http://www.masseriapalesi.it/,
EU,Italy,Martina,"Cantine ""Di Marco"" Srl",40.71844,17.33238,,
EU,Italy,Martina,Al viale di To’,40.78941,17.26483,http://www.olimpiaagricola.it/,
EU,Italy,Martina,Cantine MIALI,40.69893,17.34124,https://www.cantinemiali.com/,
EU,Italy,Martina,CignoMoro,40.66777,17.40737,http://www.cignomoro.it/,
EU,Italy,Martina,Terre Salentine,40.70022,17.33814,http://www.terresalentine.webnode.it/,
EU,Italy,Martina,Court of Fragni,40.65848,17.31794,,
EU,Italy,Martina,Agenzia Vini Colucci,40.70535,17.32774,,
EU,Italy,Martina,Birreria Fratelli Bernardini ( Birreria - pub - vineria - stuzzicheria),40.70479,17.33906,,
EU,Italy,Martina,Colucci Francesco,40.70408,17.34003,,
EU,Italy,Martina,Azienda Agricola Vitivinicola Masciulli di Masciulli Pietro,40.78312,17.2412,http://www.aziendaagricolamasciulli.it/,
EU,Italy,Martina,Cantina Sociale Cooperativa Tauro,40.78379,17.24264,,
EU,Italy,Martina,Degustazioni di vini e passeggiate in vigna,40.72092,17.2425,,
EU,Italy,Martina,Cantina Lama di Rose,40.60555,17.224,,
EU,Italy,Matera,Azienda Agricola F.lli Dragone,40.61861,16.55701,https://dragonevini.com/,45;12;60;17
EU,Italy,Matera,Cantine Balice,40.2515,16.65876,https://cantinebalice.com/,2;1;12;60
EU,Italy,Matera,"Az. Agr. Francesco Battifarano - VINI, CULTURA E AGRICOLTURA",40.14043,16.61662,http://www.battifarano.com/,
EU,Italy,Matera,Cantine Taverna,40.14232,16.63214,https://cantinetaverna.wine/,
EU,Italy,Matera,Tenute Mantegna S.R.L.,40.76138,16.24057,https://www.tenutemantegna.it/,45;39;292;60
EU,Italy,Matera,Società Agricola Masseria Lanzolla degli Eredi Mininni Pasquale S. S.,40.2989,16.59443,http://www.masserialanzolla.it/,
EU,Italy,Matera,Masseria Laureano,40.64166,16.16985,http://www.masserialaureano.it/,
EU,Italy,Matera,Agriturismo Vigna Sui Laghi,40.2989,16.59431,,
EU,Italy,Matera,Tenuta Parco dei Monaci,40.60454,16.64949,http://www.tenutaparcodeimonaci.it/,
EU,Italy,Matino,Secli' Antonio,40.04723,18.12117,,
EU,Italy,Melissa,La Pizzuta Del Principe,39.19908,17.08119,http://www.lapizzutadelprincipe.it/,
EU,Italy,Melissa,Cantina Val di Neto,39.13863,17.09132,http://www.cantinavaldineto.com/,
EU,Italy,Melissa,RISTORANTE DATTILO E AZ. AGR. CERAUDO,39.26618,17.08179,https://www.dattilo.it/,
EU,Italy,Melissa,Azienda Agricola Barbaro di Tramontana,39.23271,17.08308,http://www.barbaroditramontana.it/,
EU,Italy,Melissa,Cantina Russo & Longo,39.20936,17.09092,https://www.russoelongo.it/,
EU,Italy,Melissa,Cantina MAURO SALVATORE,39.23498,17.11099,,
EU,Italy,Melissa,Tenuta Rosaneti - Librandi,39.20698,16.99745,https://www.librandi.it/tenute/rosaneti,6;2;378;298;776;1;0;272;498;5
EU,Italy,Melissa,Azienda Agricola Barone,39.17051,16.9617,https://www.vinibarone.com/,
EU,Italy,Menfi,Cantine Settesoli,37.59516,12.9746,https://www.cantinesettesoli.it/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp-cantinesettesoli,
EU,Italy,Menfi,Cantine Barbera,37.58963,12.93479,http://www.cantinebarbera.it/,
EU,Italy,Menfi,Mandrarossa Winery,37.59619,12.95721,https://www.mandrarossa.it/hospitality?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp,
EU,Italy,Menfi,Tenuta dei Mille srl,37.60453,12.9226,http://www.tenutadeimille.com/,
EU,Italy,Menfi,Tenute Marchesi di Rampingallo,37.61653,12.90738,https://www.vinirampingallo.it/,
EU,Italy,Menfi,Planeta Dispensa,37.59769,13.02775,https://planeta.it/?utm_source=google&utm_medium=organic&utm_campaign=gbp,
EU,Italy,Menfi,vigneto Maroccoli (Planeta),37.61317,13.07743,,
EU,Italy,Menfi,Tenuta Stoccatello,37.64671,12.94388,https://tenutastoccatello.it/,
EU,Italy,Menfi,vigneto Gurra (Planeta),37.59875,12.92336,,
EU,Italy,Menfi,Azienda Agricola Barbera ss di Marilena Barbera & C.,37.58994,12.93502,https://www.cantinebarbera.it/it/enoturismo-sicilia-menfi-degustazioni-vino.html,
EU,Italy,Menfi,Serra Ferdinandea,37.61276,12.9768,https://serraferdinandea.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=gbp,
EU,Italy,Menfi,Settesoli(carico-scarico merce),37.59328,12.97337,,
EU,Italy,Merlara,Cantina di Merlara,45.17248,11.44352,https://www.collisgroup.it/,3;6;2;86;141;1;105;0;399;97;17;23;70;22;32
EU,Italy,Merlara,Az. Agr. Ponte al Masero,45.16141,11.45525,http://www.pontealmasero.it/,
EU,Italy,Merlara,Societa' Agricola De Marchi,45.17252,11.46286,https://www.ilcortiledemarchi.it/,
EU,Italy,Merlara,Cantina Le Carezze,45.18575,11.40568,https://www.cantinalecarezze.it/,1;17;22
EU,Italy,Mitterberg,Radoar Hof,46.6652,11.59262,https://www.radoar.com/,
EU,Italy,Mitterberg,Marinushof,46.62527,10.90228,http://www.marinushof.it/,
EU,Italy,Mitterberg,Weingut Unterortl - Castel Juval,46.65046,10.97477,http://www.unterortl.it/,
EU,Italy,Mitterberg,Weingut Unterberger,46.7934,11.91493,http://weingut-unterberger.com/,
EU,Italy,Mitterberg,EisacktalWein,46.71713,11.6544,http://eisacktalwein.com/,
EU,Italy,Modena,TerraQuilia - La Cantina,44.4298,10.96428,http://www.terraquilia.it/,
EU,Italy,Modena,Cantina S.Croce,44.77065,10.85326,http://www.cantinasantacroce.it/,
EU,Italy,Modena,Societa' Agricola Rustichelli - Produzione Vendita Vino Lambrusco,44.76858,10.85236,https://www.lambruscorustichelli.it/,
EU,Italy,Modena,Podere Beghetto Vini,44.74437,10.85725,https://www.poderebeghetto.it/,230;216;103;101;204
EU,Italy,Modena,Cantina VentiVenti - Il Borghetto,44.81634,11.06073,http://www.ventiventi.it/,
